City_ID,City,Lat,Lng,Max Temp (C),Humidity (%),Cloudiness (%),Wind Speed (m/s),Country,Date
290,meadow lakes,61.6247,-149.6011,-18.23,71,0,0.0,US,2024-02-03
291,kiruna,67.8557,20.2251,-3.49,74,100,6.17,SE,2024-02-03
292,bata,1.8639,9.7658,29.76,66,71,5.1,GQ,2024-02-03
293,soroti,1.7146,33.6111,30.81,28,78,3.05,UG,2024-02-03
294,khandyga,62.6667,135.6,-41.56,100,76,1.16,RU,2024-02-03
295,anar darah,32.7587,61.654,9.09,35,0,5.49,AF,2024-02-03
296,eyl,7.9803,49.8164,27.49,62,100,8.23,SO,2024-02-03
297,pingliang,35.5392,106.6861,-3.26,89,100,2.24,CN,2024-02-03
298,cabanas,22.9758,-82.9219,19.93,70,1,2.71,CU,2024-02-03
299,guerrero negro,27.9769,-114.0611,14.26,69,0,5.69,MX,2024-02-03
300,ar rass,25.8694,43.4973,16.68,21,44,3.15,SA,2024-02-03
301,cadereyta,25.5833,-99.9833,22.32,38,0,3.56,MX,2024-02-03
302,aral,40.5156,81.2636,-1.83,59,61,1.86,CN,2024-02-03
303,wuwei,37.9281,102.6414,-5.48,87,100,0.7,CN,2024-02-03
304,kamina,-8.7386,24.9906,24.82,74,100,1.29,CD,2024-02-03
305,keflavik,64.0049,-22.5624,-1.76,86,75,8.23,IS,2024-02-03
306,shimoda,34.6667,138.95,6.72,68,100,1.13,JP,2024-02-03
307,indapur,18.3,73.25,25.67,42,23,1.31,IN,2024-02-03
308,cobourg,50.2667,10.9667,8.75,76,100,0.45,DE,2024-02-03
309,kalmunai,7.4167,81.8167,25.87,81,63,4.01,LK,2024-02-03
310,zuunmod,47.7069,106.9528,-28.43,84,86,2.57,MN,2024-02-03
311,miles city,46.4083,-105.8406,0.54,93,75,3.6,US,2024-02-03
312,nikolayevsk-on-amure,53.1406,140.73,-24.58,99,25,1.74,RU,2024-02-03
313,kamaishi,39.2667,141.8833,-1.0,62,89,2.75,JP,2024-02-03
314,dhamar,14.5427,44.4051,18.63,48,18,4.91,YE,2024-02-03
315,pembroke,45.8168,-77.1162,-7.68,88,72,0.93,CA,2024-02-03
316,taulaga,-11.0553,-171.0883,29.13,75,100,7.3,AS,2024-02-03
317,rongelap,11.1635,166.8941,26.47,83,16,9.82,MH,2024-02-03
318,dryden,49.7833,-92.7503,-6.84,100,20,3.6,CA,2024-02-03
319,ulanhot,46.0833,122.0833,-19.84,84,3,2.14,CN,2024-02-03
320,kruisfontein,-34.0033,24.7314,26.6,70,79,7.83,ZA,2024-02-03
321,sydney mines,46.2367,-60.2177,-0.25,97,100,9.26,CA,2024-02-03
322,port douglas,-16.4833,145.4667,27.17,86,100,1.68,AU,2024-02-03
323,baardheere,2.3446,42.2764,37.88,25,99,5.49,SO,2024-02-03
324,aasiaat,68.7098,-52.8699,-30.21,98,40,2.85,GL,2024-02-03
325,kapustin yar,48.5831,45.7372,-1.03,84,100,6.73,RU,2024-02-03
326,kolondieba,11.0882,-6.8926,36.43,10,1,2.59,ML,2024-02-03
327,conception bay south,47.4999,-52.9981,-1.42,85,100,5.92,CA,2024-02-03
328,ipoh,4.5841,101.0829,24.95,100,40,0.0,MY,2024-02-03
329,chawang,8.4261,99.5047,24.85,83,10,1.28,TH,2024-02-03
330,jerecuaro,20.15,-100.5167,9.19,70,0,2.56,MX,2024-02-03
331,comodoro rivadavia,-45.8667,-67.5,15.92,21,0,8.23,AR,2024-02-03
332,saynshand,44.8824,110.1163,-23.2,98,9,0.84,MN,2024-02-03
333,itacare,-14.2775,-38.9967,28.74,63,97,2.76,BR,2024-02-03
334,odiongan,12.4017,121.9919,26.09,84,5,6.06,PH,2024-02-03
335,rio grande,-32.035,-52.0986,28.06,66,1,6.46,BR,2024-02-03
336,ulaangom,49.9811,92.0667,-26.13,94,98,1.11,MN,2024-02-03
337,tomatlan,19.9333,-105.25,16.47,76,0,1.32,MX,2024-02-03
338,kyaikkami,16.08,97.5675,26.03,62,0,2.5,MM,2024-02-03
339,livingston,55.9029,-3.5226,8.96,71,75,6.17,GB,2024-02-03
340,pailitas,8.9565,-73.6255,26.56,88,100,0.81,CO,2024-02-03
341,bereeda,11.8704,51.0579,26.3,67,44,2.81,SO,2024-02-03
342,constitucion,-35.3333,-72.4167,21.21,58,0,6.7,CL,2024-02-03
343,caluula,11.9661,50.7569,25.56,73,93,3.74,SO,2024-02-03
344,cabedelo,-6.9811,-34.8339,31.37,66,100,6.29,BR,2024-02-03
345,spanish wells,26.323,-81.7957,13.88,87,0,1.54,US,2024-02-03
346,oxapampa,-10.5775,-75.4017,16.38,91,100,0.45,PE,2024-02-03
347,muroto-misakicho,33.2833,134.15,8.69,91,100,8.54,JP,2024-02-03
348,glace bay,46.1969,-59.957,-0.64,97,100,9.26,CA,2024-02-03
349,san juan,-31.5375,-68.5364,31.48,28,0,10.7,AR,2024-02-03
350,surab,28.4914,66.2585,12.29,73,84,11.5,PK,2024-02-03
351,mirny,62.5353,113.9611,-25.43,75,94,3.13,RU,2024-02-03
352,esmeraldas,-19.7625,-44.3139,26.58,72,100,3.82,BR,2024-02-03
353,faya-largeau,17.9257,19.1043,23.21,11,3,9.69,TD,2024-02-03
354,port hueneme,34.1478,-119.1951,9.65,90,0,3.09,US,2024-02-03
355,cidade velha,14.9167,-23.6167,28.26,47,67,7.72,CV,2024-02-03
356,hakui,36.8833,136.7833,5.12,70,100,3.76,JP,2024-02-03
357,peace river,56.2501,-117.286,-4.83,92,100,6.17,CA,2024-02-03
358,chifeng,42.2683,118.9636,-12.39,69,2,0.87,CN,2024-02-03
359,st. john's,47.5649,-52.7093,-1.29,85,100,6.17,CA,2024-02-03
360,pangoa,-12.1167,-73.0,27.2,66,87,0.54,PE,2024-02-03
361,tamiahua,21.2667,-97.45,19.88,88,0,2.39,MX,2024-02-03
362,mareeba,-17.0,145.4333,25.24,91,100,0.18,AU,2024-02-03
363,clorinda,-25.2848,-57.7185,35.68,48,0,5.41,AR,2024-02-03
364,bamyan,34.75,67.25,-11.79,85,11,4.37,AF,2024-02-03
365,santa ana,33.7456,-117.8678,11.59,82,100,2.57,US,2024-02-03
366,port macquarie,-31.4333,152.9167,22.72,82,49,4.49,AU,2024-02-03
367,deqen,29.9618,90.7188,-5.71,30,66,1.45,CN,2024-02-03
368,lupane,-18.9315,27.807,31.38,30,99,0.57,ZW,2024-02-03
369,sept-iles,50.2001,-66.3821,-12.19,58,20,3.6,CA,2024-02-03
370,natchez,31.5604,-91.4032,11.69,97,100,0.0,US,2024-02-03
371,arkhara,49.4212,130.0842,-26.24,99,67,0.45,RU,2024-02-03
372,nishinoomote,30.7333,131.0,16.36,94,100,11.12,JP,2024-02-03
373,gadzhiyevo,69.2551,33.3362,-7.21,82,100,9.27,RU,2024-02-03
374,carolina beach,34.0352,-77.8936,6.12,72,2,6.23,US,2024-02-03
375,port pirie,-33.1833,138.0167,26.74,38,32,0.88,AU,2024-02-03
376,mersa matruh,31.3525,27.2453,15.11,67,40,6.17,EG,2024-02-03
377,ambon,-3.6954,128.1814,28.38,12,40,1.54,ID,2024-02-03
378,karibib,-21.9333,15.8333,30.52,36,93,2.18,NA,2024-02-03
379,labytnangi,66.6572,66.4183,-25.24,100,100,0.72,RU,2024-02-03
380,arroyo,41.6096,-4.7969,14.52,48,0,1.54,ES,2024-02-03
381,punta arenas,-53.15,-70.9167,10.06,76,75,8.23,CL,2024-02-03
382,cannonvale,-20.2833,148.7,27.66,71,82,4.37,AU,2024-02-03
383,nouadhibou,20.931,-17.0347,25.99,31,52,5.14,MR,2024-02-03
384,alo,7.4178,6.7371,39.14,10,59,2.64,NG,2024-02-03
385,carnot,4.9409,15.8665,37.16,13,85,2.95,CF,2024-02-03
386,shingu,33.7333,135.9833,6.92,90,100,2.14,JP,2024-02-03
387,hami,42.8,93.45,-3.69,68,10,1.54,CN,2024-02-03
388,severo-yeniseyskiy,60.3725,93.0408,-18.57,99,100,1.34,RU,2024-02-03
389,woodburn,45.1437,-122.8554,5.59,85,20,0.0,US,2024-02-03
390,znamenskoye,57.1281,73.8282,-20.61,100,83,2.2,RU,2024-02-03
391,san gabriel,34.0961,-118.1058,11.0,81,0,0.45,US,2024-02-03
392,karagandy,49.8019,73.1021,-9.03,82,95,6.47,KZ,2024-02-03
393,maua,-23.6678,-46.4614,24.44,83,100,1.57,BR,2024-02-03
394,kalach,50.4258,41.0261,-1.18,86,100,5.05,RU,2024-02-03
395,severobaykal'sk,55.65,109.3167,-22.5,91,6,2.47,RU,2024-02-03
396,hamilton,39.1834,-84.5333,-0.13,91,0,4.63,US,2024-02-03
397,vadso,70.0744,29.7487,-2.91,86,75,7.2,NO,2024-02-03
398,hadibu,12.65,54.0333,26.36,70,87,3.43,YE,2024-02-03
399,dongola,19.1667,30.4833,21.8,16,71,6.35,SD,2024-02-03
400,villa regina,-39.1,-67.0667,24.43,15,12,0.89,AR,2024-02-03
401,geraldton,-28.7667,114.6,21.23,78,40,11.83,AU,2024-02-03
402,borogontsy,62.6683,131.1683,-41.23,100,58,1.41,RU,2024-02-03
403,gwadar,25.1216,62.3254,23.68,65,65,8.22,PK,2024-02-03
404,las khorey,11.1595,48.1967,26.33,73,19,2.22,SO,2024-02-03
405,bedi,22.5,70.05,24.25,49,0,4.19,IN,2024-02-03
406,borovskoy,53.8,64.15,-4.88,97,100,3.48,KZ,2024-02-03
407,north bend,43.4065,-124.2243,6.95,81,100,4.12,US,2024-02-03
408,cartagena,10.3997,-75.5144,26.79,89,20,1.54,CO,2024-02-03
409,kabinda,-6.1333,24.4833,25.91,71,94,1.67,CD,2024-02-03
410,revda,56.801,59.9303,-9.98,94,100,4.27,RU,2024-02-03
411,omdurman,15.6445,32.4777,25.91,10,2,6.62,SD,2024-02-03
412,borba,-4.3878,-59.5939,29.5,66,54,2.0,BR,2024-02-03
413,la sarre,48.8002,-79.1996,-11.01,90,14,2.98,CA,2024-02-03
414,verkhniy baskunchak,48.2256,46.7217,-0.76,78,51,6.92,RU,2024-02-03
415,fria,10.4167,-13.5833,33.45,13,0,1.39,GN,2024-02-03
416,pyin oo lwin,22.0333,96.4667,14.02,63,0,1.07,MM,2024-02-03
417,sandnessjoen,66.0217,12.6316,1.06,69,40,10.8,NO,2024-02-03
418,maslyanino,54.3436,84.2111,-9.32,92,100,4.7,RU,2024-02-03
419,south venice,27.0531,-82.4243,12.77,100,100,0.0,US,2024-02-03
420,zhezqazghan,47.7833,67.7667,-7.68,86,100,5.0,KZ,2024-02-03
421,fort frances,48.5999,-93.4003,-7.13,86,0,2.57,CA,2024-02-03
422,nuku'alofa,-21.1333,-175.2,26.19,100,40,2.06,TO,2024-02-03
423,puerto lleras,3.0223,-73.4044,29.09,63,87,0.62,CO,2024-02-03
424,naze,28.3667,129.4833,18.51,88,13,3.97,JP,2024-02-03
425,sona,45.4388,10.8255,16.85,54,0,1.54,IT,2024-02-03
426,maintirano,-18.0667,44.0167,29.1,76,65,5.12,MG,2024-02-03
427,isangel,-19.55,169.2667,26.98,86,100,1.49,VU,2024-02-03
428,prestea,5.4327,-2.1428,37.96,29,86,1.77,GH,2024-02-03
429,dubovka,49.0583,44.829,0.53,82,89,6.46,RU,2024-02-03
430,antonio enes,-16.2325,39.9086,28.74,76,74,5.41,MZ,2024-02-03
431,mugia,43.1041,-9.2179,16.62,72,11,1.24,ES,2024-02-03
432,palmer,42.1584,-72.3287,-0.29,61,0,3.6,US,2024-02-03
433,akrehamn,59.2667,5.1833,6.9,70,20,13.89,NO,2024-02-03
434,loango,-4.6719,11.8312,29.31,66,84,4.01,CG,2024-02-03
435,kavalerovo,44.2661,135.0572,-17.47,95,7,2.68,RU,2024-02-03
436,nyala,12.05,24.8833,28.23,12,70,6.72,SD,2024-02-03
437,kristianstad,56.0313,14.1524,9.41,66,12,12.35,SE,2024-02-03
438,tamanrasset,22.785,5.5228,20.95,8,0,3.09,DZ,2024-02-03
439,madang,-5.2246,145.7966,25.56,94,100,3.7,PG,2024-02-03
440,quellon,-43.1167,-73.6167,13.78,60,6,2.75,CL,2024-02-03
441,east london,-33.0153,27.9116,30.52,58,0,3.09,ZA,2024-02-03
442,yenotayevka,47.2456,47.0281,0.29,76,13,6.2,RU,2024-02-03
443,morshansk,53.4435,41.8107,-7.48,96,72,3.27,RU,2024-02-03
444,gorontalo,0.5412,123.0595,24.64,95,95,1.61,ID,2024-02-03
445,champerico,14.3,-91.9167,25.3,71,1,2.33,GT,2024-02-03
446,hasaki,35.7333,140.8333,6.22,53,100,2.94,JP,2024-02-03
447,okakarara,-20.5833,17.4333,29.69,35,99,3.29,NA,2024-02-03
448,moroni,-11.7022,43.2551,27.43,80,30,1.89,KM,2024-02-03
449,nova sintra,14.8667,-24.7167,21.62,65,79,4.53,CV,2024-02-03
450,suoyarvi,62.0833,32.35,-4.24,95,100,4.31,RU,2024-02-03
451,toliara,-23.35,43.6667,26.76,75,72,3.26,MG,2024-02-03
452,suez,29.9737,32.5263,18.06,28,3,1.82,EG,2024-02-03
453,anapa,44.8908,37.3239,5.2,80,75,2.0,RU,2024-02-03
454,mosjoen,65.836,13.1908,1.06,74,40,8.23,NO,2024-02-03
455,okha,53.5739,142.9478,-23.1,92,7,5.14,RU,2024-02-03
456,namibe,-15.1961,12.1522,26.8,78,100,2.7,AO,2024-02-03
457,i-n-salah,27.1935,2.4607,20.99,17,0,8.47,DZ,2024-02-03
458,saint-joseph,-21.3667,55.6167,26.21,76,43,6.16,RE,2024-02-03
459,portland,45.5234,-122.6762,5.9,91,0,2.06,US,2024-02-03
460,palangkaraya,-2.2,113.8333,23.89,98,100,0.91,ID,2024-02-03
461,greymouth,-42.4667,171.2,10.85,88,88,0.98,NZ,2024-02-03
462,saldanha,-33.0117,17.9442,34.03,67,88,2.85,ZA,2024-02-03
463,gamay,12.3854,125.2979,24.98,88,20,3.54,PH,2024-02-03
464,island harbour,50.724,-1.2758,13.42,89,100,3.58,GB,2024-02-03
465,new norfolk,-42.7826,147.0587,18.73,78,100,1.18,AU,2024-02-03
466,mukalla,14.5425,49.1242,26.32,68,0,2.21,YE,2024-02-03
467,williams lake,52.1415,-122.1445,0.76,68,20,6.17,CA,2024-02-03
468,mapimi,25.8167,-103.85,9.93,56,0,4.5,MX,2024-02-03
469,prince rupert,54.3161,-130.3201,1.83,93,100,5.14,CA,2024-02-03
470,magadan,59.5667,150.8,-20.88,78,99,3.94,RU,2024-02-03
471,farkhor,37.4922,69.4036,3.04,97,100,0.9,TJ,2024-02-03
472,wanning,18.8003,110.3967,22.19,91,25,2.88,CN,2024-02-03
473,trujillo,-8.116,-79.03,22.98,83,100,2.57,PE,2024-02-03
474,mahajanga,-15.7167,46.3167,33.01,58,40,3.09,MG,2024-02-03
475,egilsstadir,65.2653,-14.3948,-3.05,50,40,6.17,IS,2024-02-03
476,mount gambier,-37.8333,140.7667,14.02,94,5,0.65,AU,2024-02-03
477,mbandaka,0.0487,18.2603,30.3,49,70,0.6,CD,2024-02-03
478,cambria,35.5641,-121.0808,7.64,91,76,1.79,US,2024-02-03
479,maun,-19.9833,23.4167,32.98,31,40,3.09,BW,2024-02-03
480,alaghsas,17.0187,8.0168,23.94,10,29,10.29,NE,2024-02-03
481,freetown,8.484,-13.2299,30.84,58,0,6.17,SL,2024-02-03
482,thiene,45.7088,11.4796,20.37,48,49,0.45,IT,2024-02-03
483,banatski karlovac,45.0472,21.0161,13.11,67,100,4.16,RS,2024-02-03
484,dos palos,36.9861,-120.6266,8.07,85,77,0.73,US,2024-02-03
485,cromer,52.9312,1.2989,14.0,76,100,8.05,GB,2024-02-03
486,miri,4.4148,114.0089,26.08,100,40,2.06,MY,2024-02-03
487,khovd,48.0056,91.6419,-18.7,91,9,0.95,MN,2024-02-03
488,alto araguaia,-17.3147,-53.2153,24.74,66,100,7.27,BR,2024-02-03
489,turkmenbasy,40.0222,52.9552,8.43,66,0,4.12,TM,2024-02-03
490,ocean acres,39.7435,-74.281,3.21,77,13,1.34,US,2024-02-03
491,imbituba,-28.24,-48.6703,25.48,62,0,4.94,BR,2024-02-03
492,hanover,52.3705,9.7332,11.81,92,75,6.69,DE,2024-02-03
493,bor,56.3567,44.0669,-4.04,96,99,2.42,RU,2024-02-03
494,nar'yan-mar,67.6713,53.087,-9.38,90,28,6.71,RU,2024-02-03
495,san antonio de pale,-1.4014,5.6325,28.43,73,26,4.02,GQ,2024-02-03
496,nemuro,43.3236,145.575,-5.13,66,37,5.96,JP,2024-02-03
497,palopo,-2.9996,120.1921,25.81,93,100,1.7,ID,2024-02-03
498,keelung,25.1283,121.7419,20.59,95,100,5.89,TW,2024-02-03
499,sitka,57.0531,-135.33,-0.06,74,100,3.09,US,2024-02-03
500,kokoda,-8.8785,147.7407,24.02,92,100,1.51,PG,2024-02-03
501,zonguldak,41.25,31.8333,4.47,75,66,1.59,TR,2024-02-03
502,burang,30.25,81.1667,-7.89,82,70,2.43,CN,2024-02-03
503,bhandara,21.1667,79.65,24.13,28,0,0.39,IN,2024-02-03
504,mogadishu,2.0371,45.3438,29.93,79,20,8.23,SO,2024-02-03
505,fort bragg,35.139,-79.006,5.46,75,0,0.89,US,2024-02-03
506,parintins,-2.6283,-56.7358,27.45,76,100,2.01,BR,2024-02-03
507,swan hill,-35.3378,143.5544,26.48,22,91,3.2,AU,2024-02-03
508,queenstown,-31.8976,26.8753,31.5,22,96,4.99,ZA,2024-02-03
509,valparaiso,-33.0393,-71.6273,28.13,48,0,4.63,CL,2024-02-03
510,boise,43.6135,-116.2035,4.3,93,100,2.57,US,2024-02-03
511,shenandoah,30.4013,-91.0009,14.05,87,100,0.89,US,2024-02-03
512,young,-32.6833,-57.6333,33.22,36,0,3.76,UY,2024-02-03
513,port augusta,-32.5,137.7667,29.46,20,100,2.01,AU,2024-02-03
514,perugorria,-29.3413,-58.6106,34.1,38,2,5.35,AR,2024-02-03
515,kodinsk,58.6881,99.1844,-21.42,100,100,0.59,RU,2024-02-03
516,vuktyl,63.8567,57.3094,-11.05,79,53,5.36,RU,2024-02-03
517,midland,31.9974,-102.0779,7.03,64,0,8.23,US,2024-02-03
518,mejit,10.2753,170.8646,26.54,78,27,9.74,MH,2024-02-03
519,jodhpur,26.2867,73.03,20.31,46,100,3.17,IN,2024-02-03
520,kirensk,57.7853,108.1119,-28.35,100,45,0.45,RU,2024-02-03
521,klaksvik,62.2266,-6.589,1.51,71,100,14.6,FO,2024-02-03
522,sitamau,24.0167,75.35,22.82,41,29,3.29,IN,2024-02-03
523,wakkanai,45.4094,141.6739,-4.39,66,100,2.68,JP,2024-02-03
524,fuglafjordur,62.244,-6.814,1.26,72,100,13.46,FO,2024-02-03
525,salinas,36.6777,-121.6555,8.06,87,75,4.12,US,2024-02-03
526,lampang,18.3333,99.5,27.7,33,0,0.51,TH,2024-02-03
527,masallatah,32.6167,14.0,14.52,57,74,6.19,LY,2024-02-03
528,kailua-kona,19.6406,-155.9956,21.98,91,0,11.83,US,2024-02-03
529,sinop,41.7711,34.8709,2.21,87,93,1.58,TR,2024-02-03
530,kuanda,56.3161,116.0806,-28.45,95,45,0.6,RU,2024-02-03
531,mansa,29.9833,75.3833,16.33,51,93,2.0,IN,2024-02-03
532,zhigalovo,54.8097,105.1578,-24.91,100,86,0.77,RU,2024-02-03
533,yavas,54.4159,42.8491,-8.15,95,99,2.76,RU,2024-02-03
534,zhengzhou,34.7578,113.6486,-1.73,77,86,1.6,CN,2024-02-03
535,cobh,51.8572,-8.2992,12.58,94,75,5.14,IE,2024-02-03
536,lokomotivnyy,53.0118,60.5684,-1.44,86,100,6.26,RU,2024-02-03
537,baiao,-2.7906,-49.6717,23.22,95,100,0.36,BR,2024-02-03
538,fasa,28.9383,53.6482,13.58,14,0,8.23,IR,2024-02-03
539,waingapu,-9.6567,120.2641,26.99,86,100,3.37,ID,2024-02-03
540,garbahaarrey,3.3289,42.2209,34.98,31,100,4.12,SO,2024-02-03
541,lagos,6.5833,3.75,35.18,16,55,2.5,NG,2024-02-03
542,santyoku,37.4406,129.1708,3.64,91,100,1.7,KR,2024-02-03
543,palamas,39.4667,22.0833,12.9,47,3,1.07,GR,2024-02-03
544,sho'rchi,38.0141,67.7899,5.74,80,100,3.34,UZ,2024-02-03
545,kijang,35.2442,129.2139,4.85,82,100,6.71,KR,2024-02-03
546,bacolod city,10.6667,122.95,25.94,78,4,4.23,PH,2024-02-03
547,manuguru,17.981,80.7547,28.47,38,56,1.89,IN,2024-02-03
548,mccook,40.2019,-100.6257,9.25,94,100,8.75,US,2024-02-03
549,shevchenkove,49.6959,37.1735,-0.13,96,100,8.66,UA,2024-02-03
550,harrisonville,38.6533,-94.3488,8.56,93,100,4.63,US,2024-02-03
551,kalifornsky,60.4183,-151.29,-28.11,75,0,3.09,US,2024-02-03
552,aranyaprathet,13.6928,102.5013,28.1,64,94,3.67,TH,2024-02-03
553,madera,37.1666,-119.8343,7.26,94,61,1.75,US,2024-02-03
554,kabalo,-6.05,26.9167,28.95,65,89,0.62,CD,2024-02-03
555,torquay,50.4638,-3.5143,13.71,92,100,3.13,GB,2024-02-03
556,bridgend,51.5058,-3.5772,11.17,98,100,6.09,GB,2024-02-03
557,lebanon,36.2081,-86.2911,5.81,94,0,0.89,US,2024-02-03
558,springfield,37.2153,-93.2982,10.66,89,75,6.26,US,2024-02-03
559,yerofey pavlovich,53.9667,121.9667,-25.57,95,96,1.58,RU,2024-02-03
560,canton,23.1167,113.25,22.97,68,30,3.71,CN,2024-02-03
561,thunder bay,48.4001,-89.3168,-15.01,85,20,2.06,CA,2024-02-03
562,kavieng,-2.5744,150.7967,28.08,77,100,1.34,PG,2024-02-03
563,san pedro pochutla,15.7333,-96.4667,22.84,71,0,4.04,MX,2024-02-03
564,qianzhou,28.3167,109.7167,-1.22,94,100,3.12,CN,2024-02-03
565,horta,38.5333,-28.6333,17.8,82,20,6.71,PT,2024-02-03
566,ornskoldsvik,63.2909,18.7153,2.53,55,20,6.69,SE,2024-02-03
567,flin flon,54.7682,-101.865,-1.09,100,100,3.09,CA,2024-02-03
568,justo daract,-33.8594,-65.1828,30.09,29,54,6.58,AR,2024-02-03
569,monte argentario,42.4345,11.1195,17.89,62,6,2.78,IT,2024-02-03
570,boa vista,2.8197,-60.6733,27.99,57,0,3.6,BR,2024-02-03
571,okahao,-17.885,15.0667,30.52,39,100,3.26,NA,2024-02-03
572,jayapura,-2.5333,140.7,25.66,90,83,2.58,ID,2024-02-03
573,oliver,49.1831,-119.5524,2.8,100,100,0.51,CA,2024-02-03
574,pandan,14.0453,124.1694,25.78,84,28,4.57,PH,2024-02-03
575,polyarnyy,69.1989,33.4478,-7.1,82,100,8.29,RU,2024-02-03
576,armacao de buzios,-22.7469,-41.8817,31.03,76,100,4.23,BR,2024-02-03
577,iturama,-19.7281,-50.1956,23.79,69,100,1.6,BR,2024-02-03
578,grand island,40.925,-98.342,4.16,91,100,7.2,US,2024-02-03
579,paghman,34.5875,68.9533,-4.67,97,100,1.51,AF,2024-02-03
580,luena,-11.7833,19.9167,25.1,66,100,0.93,AO,2024-02-03
581,ban phai,16.06,102.731,31.17,44,12,2.92,TH,2024-02-03
582,yangambi,0.8102,24.4336,36.07,24,94,0.68,CD,2024-02-03
583,kill devil hills,36.0307,-75.676,7.21,74,75,6.69,US,2024-02-03
584,ingeniero guillermo n. juarez,-23.9,-61.85,38.86,24,0,4.8,AR,2024-02-03
